Date,Article Title,Operative,City/Town,State/Provence,Country,Reference,NumberPeopleAffected,OutageDurationMinutes
11/18/2015,Bird believed to be cause of power outage,Bird,Celina,OH,United States,http://www.dailystandard.com/archive/2015-11-18/stories/28181/bird-believed-to-be-cause-of-power-outage,,60
11/18/2015,Raccoon causes Yorktown power outage,Raccoon,Yorktown,IN,United States,http://www.thestarpress.com/story/news/local/2015/11/17/4800-without-power-delaware-co/75963532/,4800,220
11/17/2015,A raccoon was blamed for a power outage,Raccoon,Yorktown,IN,United States,http://www.thestarpress.com/story/news/local/2015/11/17/4800-without-power-delaware-co/75963532/,4800,0
11/17/2015,Sparky the Squirrel: RIP,Squirrel,Minneapolis,MN,United States,https://twitter.com/mjharmon/status/666737969064087552,109,
11/16/2015,Monday morning at Ohio University interrupted by campus-wide power outage,Squirrel,Athens,OH,United States,http://www.thepostathens.com/news/monday-morning-at-ohio-university-interrupted-by-campus-wide-power/article_a2628d00-8cb8-11e5-b321-637c4e80da48.html,,600
11/14/2015,Power restored at Glenbrook Square Mall,Squirrel,Fort Wayne,IN,United States,http://wane.com/2015/11/14/im-power-out-at-glenbrook-square/,,
11/14/2015,Power restored in latest power outage Saturday in Lancaster city,Squirrel,Lancaster,PA,United States,http://lancasteronline.com/news/local/almost-all-power-restored-in-latest-power-outage-saturday-in/article_08cad990-8ac9-11e5-85e7-9349407d52ab.html,2979,
11/13/2015,Cause: Wildlife felled tree onto line,Unknown,,SK,Canada,https://twitter.com/SaskPower/status/665310630958641155,,90
11/12/2015,Squirrel causes extensive damage in Millinocket substation,Squirrel,Millinocket,ME,United States,https://twitter.com/emerame/status/664848154685218817,,
11/11/2015,Power restored in West HSV. Outage was caused by a raccoon getting into the substation.,Raccoon,West Huntsville,AL,United States,https://twitter.com/hsvutilities/status/664662083749978112,,
11/11/2015,Raccoon blamed for metro power outage,Raccoon,Des Moines,IA,United States,http://www.kcci.com/news/raccoon-blamed-on-metro-power-outage-right-now/36384176,5000,39
11/9/2015,Power outage occurs in Wagoner,Squirrel,Wagoner,OK,United States,http://www.tulsaworld.com/communities/wagoner/news/local/power-outage-occurs-in-wagoner/article_cf0a473b-887b-59ae-92b9-94a6cdb1eb14.html,3000,195
11/9/2015,Squirrel Causes Power Outage in Downtown Elmira ,Squirrel,Elmira,NY,United States,http://www.mytwintiers.com/news/local-news/squirrel-causes-power-outage-in-downtown-elmira,109,
11/7/2015,Squirrel blamed for Missoula power outage,Squirrel,Missoula,MT,United States,http://www.kpax.com/story/30464085/squirrel-blamed-for-missoula-power-outage,330,
11/6/2015,Power outage in Neillsville;  Courthouse closed Friday ,Unknown,Neillsville,WI,United States,http://www.weau.com/home/headlines/Xcel-outages-leaves-Neillsville-residents-without-power-341794442.html,1700,480
11/5/2015,UPDATE: Power restored at Utica College following squirrel-caused outage wktv.com/news/Power_out… - Utica NY,Squirrel,Utica,NY,United States,http://www.wktv.com/news/Power_outage_cancels_afternoon_classes_at_Utica_College.html#sthash.pG5G7lIv.dpuf,,
11/5/2015,"Squirrel wrecks city transformer, pays price",Squirrel,Rutland,VT,United States,http://www.rutlandherald.com/article/20151105/THISJUSTIN/151109659/,,
11/5/2015,Deadly Squirrel Claims Three Army Soldiers Lives,Squirrel,Boossa,Galle,Sri Lanka,http://www.hirunews.lk/119673/deadly-squirrel-claims-three-army-soldiers-lives#cuspopup,,
11/4/2015,"Snake caused electricity outage in Newport News; 300 still without power, official says",Snake,Newport News,VA,United States,http://www.dailypress.com/news/newport-news/dp-more-than-2-700-without-power-in-newport-news-20151103-story.html,2700,60
11/3/2015,Power outage from 'animal contact' for 270 east Mountain homes,Unknown,Stony Creek,ON,Canada,http://www.cbc.ca/news/canada/hamilton/news/power-outage-from-animal-contact-for-270-east-mountain-homes-1.3301207,270,105
11/2/2015,Squirrel causes Gallatin power outage,Squirrel,Gallatin,TN,United States,http://www.tennessean.com/story/news/local/sumner/gallatin/2015/11/02/squirrel-causes-gallatin-power-outage/75036394/,2000,30
11/2/2015,CEC repair crews restore power to Black Butte Ranch area,Unknown,Black Butte Ranch,OR,United States,http://www.ktvz.com/news/central-electric-coop-repair-crews-restore-power/36203470,1800,120
11/2/2015,Squirrel causes power problem in American University-Tenleytown area of NW D.C. ,Squirrel,Washington,DC,United States,https://www.washingtonpost.com/news/local/wp/2015/11/02/squirrel-causes-power-problem-in-american-university-tenleytown-area-of-nw-d-c/,60,20
11/1/2015,Bird knocks out power ,Bird,Sierra Vista,AZ,United States,http://www.svherald.com/news/bird-knocks-out-power/article_dafb7964-8115-11e5-9d50-e7f78f24c47c.html,,105
11/1/2015,"Squirrel causes power outages for 12,000 in Howard County",Squirrel,Kokomo,IN,United States,http://www.kokomotribune.com/news/local_news/squirrel-causes-power-outages-for-in-howard-county/article_587eafd0-80c3-11e5-b495-73c079c83d59.html,12000,150
11/1/2015,Squirrel causes Gallatin power outage,Squirrel,Gallatin,TN,United States,http://www.tennessean.com/story/news/local/sumner/gallatin/2015/11/02/squirrel-causes-gallatin-power-outage/75036394/,2000,30
11/1/2015,Squirrel causes 9% of Ridgefield to lose power today,Squirrel,Ridgedield,CT,United States,http://news.hamlethub.com/ridgefield/life/49782-squirrel-causes-9-of-ridgefield-to-lose-power-today,950,180
10/31/2015,Squirrel blamed for power outage on Helena's Westside,Squirrel,Helena,MT,United States,http://helenair.com/news/local/squirrel-blamed-for-power-outage-on-helena-s-westside/article_81706cdf-8a5b-5872-9793-6621e1026e05.html,3500,50
10/30/2015,A SQUIRREL LEFT WITHOUT LIGHT MEDIUM LUJÁN,Squirrel,Luján,Buenos Aires,Argentina,http://www.cooperativapares.com.ar/ultimas-noticias/5692-una-ardilla-dejó-sin-luz-a-medio-luján.html,,60
10/30/2015,"Bird believed to be cause of outage in Pine Point neighborhood, Eversource says",Bird,Springfield,MA,United States,http://www.masslive.com/news/index.ssf/2015/10/bird_believed_to_be_cause_of_o.html,175,60
10/28/2015,Power outage forced early dismissal at 2 DD4 schools ,Bird,Harleyville,SC,United States,http://www.live5news.com/story/30373194/power-outage-forced-early-dismissal-at-2-dd4-schools,476,
10/24/2015,Crews Dispatched dead squirrel.,Squirrel,,SK,Canada,https://twitter.com/SaskPower/status/658007179685859328,,30
10/23/2015,Power restored after outage in Davenport ,Unknown,Davenport,IA,United States,http://kwqc.com/2015/10/23/power-outage-affects-thousands-in-davenport/,3946,40
10/22/2015,"Rodent knocks out power to OSU Medical Center, southwest downtown buildings",Unknown,Tulsa,OK,United States,http://www.tulsaworld.com/news/downtown/rodent-knocks-out-power-to-osu-medical-center-southwest-downtown/article_1a60182b-b548-50be-b82f-79f5cf99f095.html,,
10/22/2015,Power outage causes several West Lafayette traffic signals to go dark,Squirrel,West Lafayette,IN,United States,http://wlfi.com/2015/10/22/power-outage-causes-several-west-lafayette-traffic-signals-to-go-dark/,5800,
10/22/2015,Squirrel causes Wilson County power outage,Squirrel,Mt. Juliet,TN,United States,http://www.tennessean.com/story/news/local/wilson/2015/10/12/squirrel-causes-wilson-county-power-outage/73806902/,4400,
10/20/2015,Squirrel causes 1-acre grass fire in Polk County,Squirrel,Potter,AR,United States,http://m.arkansasonline.com/news/2015/oct/20/squirrel-shorts-out-transformer-polk-county-causin/,,
10/20/2015,Ellensburg power outage caused by bird ,Bird,Ellensburg,WA,United States,http://www.dailyrecordnews.com/members/ellensburg-power-outage-caused-by-bird/article_6f3ae426-7751-11e5-bfb0-3f4ab82b0a1d.html,,190
10/20/2015,UPDATE: Power restored in Parkersburg,Bird,Parkersburg,WV,United States,http://www.thenewscenter.tv/home/headlines/Officials-Significant-Power-Outage-in-Parkersburg-334771471.html,2300,15
10/20/2015,Power Outage On The South Side Of Pueblo ,Bird,Pueblo,CO,United States,http://www.kktv.com/home/headlines/Power-outage-on-the-south-side-of-Pueblo-334700321.html,1000,15
10/19/2015,Squirrel causes massive blackout in Lebanon Saturday,Squirrel,Lebanon,IN,United States,http://m.reporter.net/news/local_news/squirrel-causes-massive-blackout-in-lebanon-saturday/article_5bd04b72-a44f-54fb-b9c1-fab983211d3e.html,,360
10/19/2015,"Update: Power restored in Ozark, birds caused outage",Bird,Ozark,MO,United States,http://www.news-leader.com/story/news/local/christian-county/2015/10/19/thousands-without-power-southwest-missouri/74226278/,8842,90
10/19/2015,Squirrel apparent cause of weekend power outage,Squirrel,Lafayette,IN,United States,http://www.purdueexponent.org/city_state/article_db37f145-8787-5b2d-81f4-c3f1f14e81dc.html,6000,360
10/18/2015,Possum to blame for Sunday night power outage,Possum,Athens,AL,United States,http://www.enewscourier.com/news/local_news/possum-to-blame-for-sunday-night-power-outage/article_cedbd8b0-76aa-11e5-a122-9f89680c204d.html,8000,
10/18/2015,"Sunday morning outage leaves 5,400 in Northampton without power, caused by animal in substation",Unknown,Northampton,MA,United States,http://mobile.gazettenet.com/home/19077686-108/sunday-morning-outage-leaves-5400-in-northampton-without-power-caused-by-animal-in-substation,5400,30
10/18/2015,Animal contact was cited in a power outage,Unknown,Winnebago County,WI,United States,http://fox11online.com/news/local/fox-cities/power-outages-in-northeast-wisconsin-10-18-2015,4600,0
10/18/2015,Bird causes power outage to parts of Madisonville,Bird,Madisonville,KY,United States,http://www.messenger-inquirer.com/news/local/bird-causes-power-outage-to-parts-of-madisonville/article_ac54c278-52c3-5ad7-ab04-66a340970d27.html,600,
10/17/2015,Squirrels cause disruption to District 90 phone systems,Squirrel,River Forrest,IL,United States,http://www.chicagotribune.com/suburbs/river-forest/news/ct-rfl-dist-90-squirrel-tl-1022-20151016-story.html,,180
10/17/2015,A squirrel sparked a power outage,Squirrel,Lebanon,IN,United States,http://www.reporter.net/news/local_news/squirrel-causes-massive-blackout-in-lebanon-saturday/article_5bd04b72-a44f-54fb-b9c1-fab983211d3e.html,0,360
10/15/2015,Raccoon triggers Ferdinand power outage ,Raccoon,Ferdinand,IN,United States,https://duboiscountyherald.com/b/raccoon-triggers-ferdinand-power-outage,,180
10/14/2015,Squirrel Causes Power Outage at the UofA,Squirrel,Fayetteville,AR,United States,http://www.uatrav.com/news/article_283cbca6-720c-11e5-94be-ab750a16f4e8.html,,
10/14/2015,An outage was caused by a squirrel that blew a transformer,Squirrel,Salina,KS,United States,http://www.ksal.com/salina-downtown-power-outage/,1600,55
10/14/2015,An outage was necessitated by damage by woodpeckers,Bird,Ketchum,ID,United States,http://www.kmvt.com/content/news/Ketchum-police-and-fire-departments-kept-busy-overnight-with-power-outage-related-calls-332971731.html,0,480
10/13/2015,Bird dims H-E-B lights,Bird,Victoria,TX,United States,https://www.victoriaadvocate.com/news/2015/oct/13/bird-dims-h-e-b-lights/,,60
10/13/2015,Squirrel knocks out power in Jamestown,Squirrel,Jamestown,ND,United States,http://www.jamestownsun.com/news/local/3860634-squirrel-knocks-out-power-jamestown,2300,28
10/13/2015,Squirrel blamed for power outage,Squirrel,Radcliff,KY,United States,http://m.thenewsenterprise.com/newsenterprise/db_321794/contentdetail.htm?contentguid=v0DFvcon,2300,60
10/12/2015,Power restored on east side of Anderson,Squirrel,Anderson,IN,United States,http://m.heraldbulletin.com/news/local_news/power-restored-on-east-side-of-anderson/article_6603aa76-70f5-11e5-b87a-e7a4256d192f.html?mode=jqm,,40
10/12/2015,Small power outages blamed on squirrels; others are isolated incidents,Squirrel,Lauderdale,AL,United States,http://m.waaytv.com/appnews/small-power-outages-blamed-on-squirrels-others-are-isolated-incidents/article_c312d18a-712f-11e5-a31a-838c906ddfe8.html,,
10/12/2015,Morning outage affects thousands in Cochise,Bird,Sierra Vista,AZ,United States,http://www.svherald.com/news/morning-outage-affects-thousands-in-cochise-county/article_38bdc4b0-710a-11e5-a79b-9b5dba6bc762.html,14000,
10/12/2015,Squirrel causes Wilson County power outage,Squirrel,Mount Juliet,TN,United States,http://www.tennessean.com/story/news/local/wilson/2015/10/12/squirrel-causes-wilson-county-power-outage/73806902/,4400,
10/12/2015,Power Outage Causes Cancellation of Classes ,Unknown,Pleasentville,IA,United States,http://whotv.com/2015/10/12/power-outage-causes-cancellation-of-classes-for-some-schools/,3000,
10/12/2015,UPDATE: Downed power line to blame for power outage,Beaver,Sioux Falls,SD,United States,http://www.ksfy.com/home/headlines/3000-Xcel-Energy-customers-lose-power-in-Sioux-Falls-area-331985542.html,3000,270
10/10/2015,Outage history,Unknown,Santa Clara,CA,United States,http://www.siliconvalleypower.com/svp-and-community/outages-and-alerts/outages/outage-history,,
10/10/2015,An outage was caused by a pair of blackbirds,Bird,Jackson,OH,United States,http://www.timesjournal.com/news/article_d0ebe4d5-ac0d-54b6-b89d-77fef4a618de.html,,90
10/10/2015,"Bird to blame for power outage affecting 15,000 homes",Bird,Canterbury,,New Zealand,http://i.stuff.co.nz/the-press/news/72890822/Bird-to-blame-for-power-outage-affecting-15-000-homes,15000,255
10/10/2015,Squirrel causes power outage in Carmel,Squirrel,Carmel,IN,United States,http://www.theindychannel.com/news/local-news/squirrel-causes-power-outage-at-clay-terrace-mall,2500,180
10/9/2015,Causa una ardilla apagón y muere,Squirrel,Monterrey,Nuevo León,Mexico,http://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=663760&urlredirect=http://www.elnorte.com/aplicaciones/articulo/default.aspx?id=663760,,
10/7/2015,Squirrels cause power outage in city,Squirrel,Blue Springs,MO,United States,http://www.examiner.net/article/20151007/NEWS/151009240/1994/NEWS,4355,118
10/7/2015,Squirrels cause power outage in city,Squirrel,Blue Springs,MO,United States,http://www.examiner.net/article/20151007/NEWS/151009240/1994/NEWS,1600,34
10/7/2015,"Bird causes power outage in Arnold, leaving Fox school board in the dark",Bird,Arnold,MO,United States,http://www.myleaderpaper.com/news/bird-causes-power-outage-in-arnold-leaving-fox-school-board/article_cdd0e52c-6d14-11e5-bf20-5f5342147878.html,380,60
10/6/2015,City: Power back on in Petoskey following outage,Squirrel,Petosky,MI,United States,http://www.petoskeynews.com/featured-pnr/city-power-back-on-in-petoskey-following-outage/article_d3cc1f10-6c2d-11e5-b92a-e3307ad5bd05.html,,45
10/6/2015,Squirrels were blamed for a pair of outages in the city,Squirrel,Independence,MO,United States,http://www.examiner.net/article/20151007/NEWS/151009240/1994/NEWS,4355,118
10/6/2015,Power Outage Strikes North Lexington ,Squirrel,Lexington,KY,United States,http://www.lex18.com/story/30197677/power-outage-strikes-north-lexington,4000,
10/6/2015,Squirrels were blamed for a pair of outages in the city,Squirrel,Independence,MO,United States,http://www.examiner.net/article/20151007/NEWS/151009240/1994/NEWS,1600,34
10/5/2015,rat puts parts Bemerodes lame,Rat,Hannover,,Germany,http://www.haz.de/Hannover/Aus-den-Stadtteilen/Sued/Ratte-legt-Teile-Bemerodes-lahm,,60
10/4/2015,"Snake Knocks Out Power to Thousands in Orange Park, Fla.",Snake,Orange Park,FL,United States,http://www.wfmynews2.com/story/news/weird/2015/10/03/snake-knocks-out-power-thousands-orange-park-fla/73288956/,3000,
10/4/2015,Squirrel leaves thousands without power in Spokane Valley,Squirrel,Spokane Valley,WA,United States,http://www.krem.com/story/news/local/spokane-county/2015/10/03/squirrel-leaves-thousands-without-power-in-spokane-valley/73287014/,2359,60
10/3/2015,We were able to capture a photo of the buzzard...,Bird,Clay County,FL,United States,https://www.facebook.com/ClayElectric/photos/a.166788083361763.32128.162291443811427/1062958427078053/?type=3&comment_id=1081824081858154&reply_comment_id=1081945121846050&offset=0&total_comments=17&notif_t=photo_reply,,
10/3/2015,"Squirrel causes 1,900 power outages in Frederick",Squirrel,Fredrick,MD,United States,http://www.baltimoresun.com/news/maryland/bs-md-frederick-squirrel-power-outage-20151003-story.html,1900,
10/2/2015,Primates monkey around and take Zimbabwe radio station off air,Monkey,Zvishavane,Midlands,Zimbabwe,http://www.theguardian.com/world/2015/oct/01/zimbabwe-baboons-radio-station-off-air,,60
10/2/2015,Owl burst into flames after coming into contact with power lines on Fort Hall Indian Reservation,Bird,Fort Hall,ID,United States,http://www.idahostatejournal.com/news/local/owl-burst-into-flames-after-coming-into-contact-with-power/article_f6e9c7d8-bc6c-5e0b-876a-e83393cd2351.html,,
10/2/2015,Power restored to thousands in southwest Wichita,Unknown,Wichita,KS,United States,http://www.kansas.com/news/local/article37261758.html,6300,120
10/1/2015,"Massive 2015 natural gas leak caused by microbial corrosion, report says",Microbes,Aliso Canyon,CA,United States,https://arstechnica.com/science/2019/05/massive-2015-natural-gas-leak-caused-by-microbial-corrosion-report-says/,,
10/1/2015,Power outage in Navarre,Squirrel,Navarre,FL,United States,http://www.nwfdailynews.com/article/20150930/NEWS/150939905,7000,120
9/30/2015,Birds were blamed for power outages,Bird,Frisco,TX,United States,http://www.nbcdfw.com/news/local/Birds-to-Blame-for-Power-Outages-in-Frisco-and-Little-Elm-330195391.html,54500,
9/29/2015,"Snake causes power outage in Clay County, again",Snake,Clay County,FL,United States,http://www.actionnewsjax.com/news/news/local/snake-causes-power-outage-clay-county-again/nnq8x,5000,60
9/28/2015,An animal caused a power outage,Unknown,Bland,VA,United States,http://www.swvatoday.com/news/bland_county/article_f697e506-66d8-11e5-9eae-776e527377e4.html,8,150
9/27/2015,An animal was blamed for causing an outage,Unknown,New Orleans,LA,United States,http://www.wdsu.com/news/local-news/new-orleans/entergy-crews-working-to-repair-power-outages-in-southeast-louisiana/35513116,,
9/26/2015,Power outage strikes Regina again,Squirrel,Regina,SK,Canada,http://www.cbc.ca/news/canada/saskatchewan/power-outage-strikes-regina-again-1.3245614,,30
9/26/2015,Raccoon causes power outage in Sunset District,Raccoon,San Francisco,CA,United States,http://kron4.com/2015/09/26/golden-gate-park-sunset-neighborhoods-going-through-power-outage/,3360,90
9/25/2015,Marder triggers power failure in Neuss from,Marten,Neuss,Rhine-Westphalia,Germany,http://www.spiegel.de/panorama/marder-loest-stromausfall-in-neuss-aus-a-1054673.html,,
9/25/2015,A squirrel likely touched a power line and caused an outage,Squirrel,Raymond,MS,United States,http://wjtv.com/2015/09/25/squirrel-to-blame-for-raymond-grass-fire/,,
9/25/2015,Rogue squirrel causes power outage in city,Squirrel,Marquette,MI,United States,http://abc10up.com/power-outage-in-marquette/,4834,35
9/24/2015,Lights out!,Bird,Purcell,OK,United States,http://www.purcellregister.com/news/article_b0b8fe9c-6207-11e5-8718-bb527abf1ecb.html,,43
9/24/2015,Power Outage,Squirrel,Cerro Gordo,IA,United States,http://kimt.com/2015/09/23/power-outage/,1000,
9/22/2015,"Squirrels, birds still causing power outage woes",Unknown,Regina,SK,Canada,http://www.cbc.ca/news/canada/saskatchewan/squirrels-birds-still-causing-power-outage-woes-1.3239017,,
9/22/2015,PSE: Substation goes offline in Hawks Prairie,Bird,Tumwater,WA,United States,http://www.theolympian.com/news/local/article36311046.html,2400,
9/21/2015,"Power Restored To Nearly 5,000 Customers Near Beaumont Centre",Squirrel,Lexington,KY,United States,http://www.lex18.com/story/30078649/over-5000-customers-without-power-near-beaumont-centre,5492,
9/20/2015,"Animal caused power outage on Martin Highway, officials say",Unknown,Palm City,FL,United States,http://www.tcpalm.com/news/local-news/martin-county/news-briefs/animal-caused-power-outage_15662010,2500,
9/16/2015,Power restored to over 1200 after bird strike cuts power,Bird,Frenchville,QLD,Australia,http://www.themorningbulletin.com.au/news/live-powerlines-down-kerrigan-and-dean-st-intersec/2776104/,1201,
9/16/2015,Bird nest knocks out power to hundreds,Bird,Corning,CA,United States,http://www.krcrtv.com/news/local/bird-nest-knocks-out-power-to-hundreds/35318002,660,
9/15/2015,Gnawing stone marten put South Limburg in the dark,Marten,Maastricht,,Netherlands,http://www.ad.nl/binnenland/knagende-steenmarter-zet-zuid-limburg-in-het-donker~a05f9e97/,,70
9/15/2015,A snake caused an outage,Snake,Old Saybrook,CT,United States,http://www.wfsb.com/story/30036896/power-outages-cause-traffic-delays-in-old-saybrook,,
9/15/2015,A beaver was blamed for a power cut,Beaver,Missoula,MT,United States,http://www.krtv.com/story/30054150/beaver-causes-power-outage-in-western-montana,,
9/15/2015,See what happens when a snake causes a power outage,Snake,Clay County,FL,United States,http://www.actionnewsjax.com/news/news/national/see-what-happens-when-snake-causes-power-outage/nngMD/,5000,60
9/15/2015,Power cut. A crow deprived of electricity 600 homes,Bird,Coulmer Orgères,Coulmer,France,http://www.ouest-france.fr/normandie/echauffour-61370/coupure-de-courant-un-corbeau-prive-600-foyers-delectricite-2827100,660,
9/12/2015,"More than 2,600 without power in Grand Rapids",Squirrel,Grand Rapids,MI,United States,http://www.mlive.com/news/grand-rapids/index.ssf/2015/09/more_than_2600_without_power_i.html,2600,90
9/12/2015,A blackout resulted from a squirrel chewing power cables,Squirrel,Yeovil,SW,United Kingdom,http://www.bathchronicle.co.uk/Somerset-village-blackout-squirrel-chews-power/story-27788550-detail/story.html,1000,
9/11/2015,A squirrel knocked out electric service,Squirrel,Milborne Port,SW,United Kingdom,http://www.westerngazette.co.uk/Squirrel-jumping-death-caused-Milborne-Port/story-27801383-detail/story.html,1400,
9/11/2015,Ticket E93102403094947,Bird,Richford,VT,United States,http://www.vermontelectric.coop/outage,2,88
9/10/2015,Brief power outage in St. Catharines,Bird,St. Catharines,ON,Canada,http://www.stcatharinesstandard.ca/2015/09/10/major-power-outage-in-st-catharines,31102,9
9/10/2015,A rodent was blamed for a blackout,Rodent,Portsmouth,VA,United States,http://wavy.com/2015/09/10/rodent-may-be-to-blame-for-power-outage-in-portsmouth/,2500,
9/9/2015,Cause: Birds/Substation.,Bird,,SK,Canada,https://twitter.com/SaskPower/status/641644476532822016,,210
9/9/2015,Bird on Power Line Blamed for Latest Outage in Short North,Bird,Columbus,OH,United States,http://myfox28columbus.com/news/local/bird-on-power-line-blamed-for-latest-outage-in-short-north-10-09-2015,2200,180
9/9/2015,Squirrel damage causes power outages to more than 800 Hutch residents; power restored,Squirrel,Hutchinson,KS,United States,http://www.hutchnews.com/news/local_state_news/squirrel-damage-causes-power-outages-to-over-hutch-residents-power/article_59d0521d-5cf4-5eba-b208-be8489c5900b.html,821,41
9/9/2015,West Kelowna Power Outage Sparked by Osprey Nest,Bird,West Kelowna,BC,Canada,https://www.kelownanow.com/watercooler/news/news/West_Kelowna/15/09/09/West_Kelowna_Power_Outage_Sparked_by_Osprey_Nest/,386,615
9/5/2015,A pigeon caused blackout,Bird,,,Argentina,http://www.laarena.com.ar/la_ciudad-una_paloma_causo_apagon-121636-115.html,,23
9/4/2015,All should be back on in NE Rutherford County. A bird caused the outage.,Bird,Rutherford County,TN,United States,https://twitter.com/MidTnElectric/status/639900159544008704,,
9/3/2015,Why Did the Power Go Out in Central Bismarck?,Bird,Bismark,ND,United States,http://www.kxnet.com/story/29946369/why-did-the-power-go-out-in-central-bismarck,4500,145
9/2/2015,Cascade Locks fire Thursday caused by bird,Bird,Cascade Locks,OR,United States,http://www.hoodrivernews.com/news/2015/sep/02/cascade-locks-fire-thursday-caused-bird/,,
9/1/2015,Power outage damages Utica College electrical system,Squirrel,Utica,NY,United States,http://www.uticaod.com/article/20150901/NEWS/150909978,,180
9/1/2015,Squirrel caused 4000 to lose power in Birmingham ,Squirrel,Birmingham,AL,United States,http://www.al.com/news/birmingham/index.ssf/2015/09/squirrel_caused_4000_to_lose_p.html,4000,60
8/31/2015,Squirrel knocks out power,Squirrel,Edmond,OK,United States,http://www.edmondsun.com/news/squirrel-knocks-out-power/article_505b0538-500d-11e5-b3fa-6f78dbe263e2.html,3700,52
8/28/2015,Carpet snake causes power outage in Gladstone,Snake,Gladstone,QLD,Australia,http://www.gladstoneobserver.com.au/news/carpet-snake-causes-power-outage-gladstone/2755997/,4500,55
8/28/2015,Power restored after squirrel caused outage on east side,Squirrel,Windsor,ON,Canada,http://www.cbc.ca/news/canada/windsor/power-restored-after-squirrel-caused-outage-on-east-side-1.3207234,158,
8/27/2015,Rats eat cables and cause a power outage,Rat,Sucre Province,,Bolivia,http://correodelsur.com/local/20150827_ratas-se-comen-los-cables-y-provocan-un-corte-de-luz.html,,240
8/27/2015,Animal ensures power outage,Unknown,Dattenhausen,Dillingen,Germany,http://www.augsburger-allgemeine.de/dillingen/Tier-sorgt-fuer-Stromausfall-id35278132.html,,60
8/26/2015,Ellensburg Dealing with Rat Related Power Outage,Rat,Ellensburg,WA,United States,http://www.nbcrightnow.com/story/29885081/ellensburg-dealing-with-rat-related-power-outage,,
8/24/2015,Power restored after outage in West Lafayette,Squirrel,Tippecanoe,IN,United States,http://wlfi.com/2015/08/24/traffic-lights-go-dark-after-power-outage-in-wl/,5700,60
8/21/2015,Squirrel believed to have caused Camas grass fire ,Squirrel,Camas,WA,United States,http://www.columbian.com/news/2015/aug/21/squirrel-believed-have-caused-camas-grass-fire/,,
8/21/2015,Bird blamed in fire west of Cedar City ,Bird,Cedar City,UT,United States,http://www.thespectrum.com/story/news/local/cedar-city/2015/08/19/bird-blamed-fire-west-cedar-city/32031745/,,311
8/21/2015,A raven came in contact with power equipment,Bird,Whitehorse,YT,Canada,http://www.cbc.ca/news/canada/north/power-restored-in-whitehorse-after-2nd-outage-in-2-days-1.3199157,,90
8/21/2015,Ill-fated squirrel triggers Eagle Mountain power outage,Squirrel,Eagle Mountain,UT,United States,http://www.sltrib.com/home/2862125-155/more-than-3100-without-power-in,3125,253
8/21/2015,Squirrel disrupt power in Verona,Squirrel,Verona,WI,United States,http://m.host.madison.com/news/local/squirrel-disrupts-power-in-verona/article_98699143-3744-5032-b425-18f90c81c5d8.html,2172,90
8/19/2015,Stromausfall,Marten,Bremen,,Germany,http://www.suub.uni-bremen.de/ueber-uns/neues-aus-der-suub/stromausfall,,
8/19/2015,Bird blamed for power outage ,Bird,Sallisaw,OK,United States,http://www.sequoyahcountytimes.com/news/article_8fc4d012-467d-11e5-9b28-ef9d49da514d.html,,20
8/19/2015,Swedish beaver knocks out power for thousands,Beaver,Södertälje,Stockholm,Sweden,http://www.thelocal.se/20150819/beaver-knocks-out-power-to-thousands-in-sweden,15000,75
8/18/2015,Bird ensures power outage: Rail partially paralyzed,Bird,Mannheim,Baden-Württemberg,Germany,http://www.focus.de/regional/baden-wuerttemberg/verkehr-zuege-wegen-stromausfall-im-bahnhof-mannheim-umgeleitet_id_4887228.html,,
8/16/2015,SHORT LEFT WITHOUT A SANTA ROSA AND LIGHT AFTER 5 HOURS EPEC Reconnected ELECTRIC SYSTEM,Bird,Santa Rosa,Buenos Aires,Argentina,http://www.covisar.com.ar/?q=node/132,4000,300
8/15/2015,Infrastructure Review (06:43),Rodent,Ziegeleipark Mildenberg,Zehdenick,Germany,https://media.ccc.de/v/camp2015-6983-infrastructure_review#video&t=2,,
8/15/2015,Hutchinson and Wichita power outages Monday not related ,Squirrel,Hutchinson,KS,United States,http://www.hutchnews.com/news/local_state_news/hutchinson-and-wichita-power-outages-monday-not-related-rather-a/article_39671c3f-5c87-528a-8f00-42d7096015b8.html,4800,35
8/15/2015,Encampment work shut down after accident power outage ,Bird,Seattle,WA,United States,http://www.ballardnewstribune.com/2015/08/14/news/encampment-work-shut-down-after-accident-power-ou,1800,329
8/15/2015,Ticket 19-3-1A2,Squirrel,Hinesburg,VT,United States,http://www.vermontelectric.coop/outage,7,135
8/14/2015,Squirrel causes power outage in Signal Hill ,Squirrel,Signal Hill,CA,United States,http://abc7.com/news/squirrel-causes-power-outage-in-signal-hill/930269/,61,480
8/13/2015,Marder sorgt für Stromausfall in Schleiz und Umgebung,Marten,Schleiz,Thuringia,Germany,http://www.otz.de/startseite/detail/-/specific/Marder-sorgt-fuer-Stromausfall-in-Schleiz-und-Umgebung-1241444920,14000,60
8/12/2015,Crow caused power outage and conflagration,Bird,Richen,Groß-Umstadt,Germany,"http://hessenschau.de/panorama/kraehe-verursacht-stromausfall-und-flaechenbrand,kraehe-stromausfall-brand-100.html",,
